measDate,Flow_CFS
1/7/2023,200
1/8/2023,205
1/9/2023,210
1/10/2023,214
1/11/2023,215
1/12/2023,197
1/13/2023,211
1/14/2023,250
1/15/2023,248
1/16/2023,250
1/17/2023,242
1/18/2023,215
1/19/2023,205
1/20/2023,200
1/21/2023,200
1/22/2023,200
1/23/2023,200
1/24/2023,197
1/25/2023,195
1/26/2023,205
1/27/2023,235
1/28/2023,225
1/29/2023,225
1/30/2023,225
1/31/2023,215
2/1/2023,195
2/2/2023,195
2/3/2023,195
2/4/2023,195
2/5/2023,194
2/6/2023,194
2/7/2023,187
2/8/2023,179
2/9/2023,180
2/10/2023,166
2/11/2023,167
2/12/2023,171
2/13/2023,170
2/14/2023,172
2/15/2023,170
2/16/2023,170
2/17/2023,170
2/18/2023,185
2/19/2023,205
2/20/2023,207
2/21/2023,212
2/22/2023,205
2/23/2023,205
2/24/2023,215
2/25/2023,249
2/26/2023,255
2/27/2023,248
2/28/2023,209
3/1/2023,203
3/2/2023,205
3/3/2023,206
3/4/2023,204
3/5/2023,207
3/6/2023,207
3/7/2023,207
3/8/2023,206
3/9/2023,218
3/10/2023,283
3/11/2023,291
3/12/2023,289
3/13/2023,284
3/14/2023,283
3/15/2023,287
3/16/2023,287
3/17/2023,231
3/18/2023,222
3/19/2023,223
3/20/2023,232
3/21/2023,229
3/22/2023,228
3/23/2023,234
3/24/2023,266
3/25/2023,290
3/26/2023,284
3/27/2023,294
3/28/2023,284
3/29/2023,288
3/30/2023,263
3/31/2023,260
4/1/2023,241
4/2/2023,244
4/3/2023,252
4/4/2023,255
4/5/2023,241
4/6/2023,238
4/7/2023,221
4/8/2023,225
4/9/2023,223
4/10/2023,228
4/11/2023,240
4/12/2023,317
4/13/2023,338
4/14/2023,336
4/15/2023,274
4/16/2023,255
4/17/2023,256
4/18/2023,262
4/19/2023,269
4/20/2023,254
4/21/2023,240
4/22/2023,265
4/23/2023,256
4/24/2023,264
4/25/2023,273
4/26/2023,304
4/27/2023,313
4/28/2023,328
4/29/2023,322
4/30/2023,331
5/1/2023,337
5/2/2023,327
5/3/2023,344
5/4/2023,361
5/5/2023,352
5/6/2023,342
5/7/2023,337
5/8/2023,330
5/9/2023,332
5/10/2023,384
5/11/2023,550
5/12/2023,826
5/13/2023,709
5/14/2023,667
5/15/2023,707
5/16/2023,740
5/17/2023,693
5/18/2023,634
5/19/2023,706
5/20/2023,641
5/21/2023,664
5/22/2023,672
5/23/2023,840
5/24/2023,839
5/25/2023,900
5/26/2023,870
5/27/2023,833
5/28/2023,807
5/29/2023,769
5/30/2023,750
5/31/2023,681
6/1/2023,640
6/2/2023,583
6/3/2023,534
6/4/2023,533
6/5/2023,538
6/6/2023,563
6/7/2023,564
6/8/2023,607
6/9/2023,665
6/10/2023,654
6/11/2023,710
6/12/2023,822
6/13/2023,832
6/14/2023,767
6/15/2023,738
6/16/2023,903
6/17/2023,1090
6/18/2023,1080
6/19/2023,1020
6/20/2023,987
6/21/2023,946
6/22/2023,1040
6/23/2023,1060
6/24/2023,968
6/25/2023,906
6/26/2023,869
6/27/2023,806
6/28/2023,766
6/29/2023,730
6/30/2023,722
7/1/2023,682
7/2/2023,637
7/3/2023,602
7/4/2023,597
7/5/2023,635
7/6/2023,669
7/7/2023,603
7/8/2023,602
7/9/2023,555
7/10/2023,518
7/11/2023,492
7/12/2023,468
7/13/2023,527
7/14/2023,583
7/15/2023,569
7/16/2023,555
7/17/2023,534
7/18/2023,579
7/19/2023,621
7/20/2023,584
7/21/2023,537
7/22/2023,461
7/23/2023,446
7/24/2023,456
7/25/2023,552
7/26/2023,539
7/27/2023,515
7/28/2023,512
7/29/2023,488
7/30/2023,483
7/31/2023,515
8/1/2023,647
8/2/2023,551
8/3/2023,420
8/4/2023,338
8/5/2023,339
8/6/2023,458
8/7/2023,549
8/8/2023,530
8/9/2023,524
8/10/2023,559
8/11/2023,602
8/12/2023,612
8/13/2023,606
8/14/2023,606
8/15/2023,597
8/16/2023,628
8/17/2023,632
8/18/2023,626
8/19/2023,623
8/20/2023,611
8/21/2023,600
8/22/2023,598
8/23/2023,604
8/24/2023,581
8/25/2023,572
8/26/2023,518
8/27/2023,507
8/28/2023,467
8/29/2023,453
8/30/2023,408
8/31/2023,405
9/1/2023,613
9/2/2023,688
9/3/2023,701
9/4/2023,697
9/5/2023,669
9/6/2023,644
9/7/2023,570
9/8/2023,535
9/9/2023,532
9/10/2023,533
9/11/2023,590
9/12/2023,559
9/13/2023,440
9/14/2023,439
9/15/2023,508
9/16/2023,544
9/17/2023,499
9/18/2023,481
9/19/2023,475
9/20/2023,481
9/21/2023,501
9/22/2023,495
9/23/2023,491
9/24/2023,486
9/25/2023,498
9/26/2023,548
9/27/2023,592
9/28/2023,592
9/29/2023,590
9/30/2023,589
10/1/2023,577
10/2/2023,463
10/3/2023,466
10/4/2023,463
10/5/2023,465
10/6/2023,463
10/7/2023,455
10/8/2023,433
10/9/2023,383
10/10/2023,379
10/11/2023,384
10/12/2023,431
10/13/2023,424
10/14/2023,385
10/15/2023,378
10/16/2023,357
10/17/2023,360
10/18/2023,383
10/19/2023,384
10/20/2023,386
10/21/2023,451
10/22/2023,417
10/23/2023,336
10/24/2023,331
10/25/2023,322
10/26/2023,322
10/27/2023,320
10/28/2023,309
10/29/2023,311
10/30/2023,234
10/31/2023,240
11/1/2023,252
11/2/2023,255
11/3/2023,200
11/4/2023,167
11/5/2023,149
11/6/2023,147
11/7/2023,141
11/8/2023,169
11/9/2023,203
11/10/2023,190
11/11/2023,195
11/12/2023,199
11/13/2023,218
11/14/2023,204
11/15/2023,204
11/16/2023,207
11/17/2023,205
11/18/2023,199
11/19/2023,202
11/20/2023,203
11/21/2023,177
11/22/2023,144
11/23/2023,160
11/24/2023,210
11/25/2023,201
11/26/2023,187
11/27/2023,186
11/28/2023,213
11/29/2023,228
11/30/2023,230
12/1/2023,208
12/2/2023,191
12/3/2023,174
12/4/2023,160
12/5/2023,196
12/6/2023,195
12/7/2023,194
12/8/2023,197
12/9/2023,169
12/10/2023,155
12/11/2023,167
12/12/2023,171
12/13/2023,172
12/14/2023,146
12/15/2023,132
12/16/2023,195
12/17/2023,225
12/18/2023,201
12/19/2023,184
12/20/2023,190
12/21/2023,211
12/22/2023,207
12/23/2023,215
12/24/2023,217
12/25/2023,192
12/26/2023,206
12/27/2023,216
12/28/2023,186
12/29/2023,186
12/30/2023,216
12/31/2023,225
1/1/2024,231
1/2/2024,231
1/3/2024,195
1/4/2024,185
1/5/2024,165
1/6/2024,140
1/7/2024,130
1/8/2024,130
1/9/2024,139
1/10/2024,195
1/11/2024,210
1/12/2024,227
1/13/2024,240
1/14/2024,240
1/15/2024,240
1/16/2024,240
1/17/2024,220
1/18/2024,204
1/19/2024,208
1/20/2024,234
1/21/2024,227
1/22/2024,187
1/23/2024,166
1/24/2024,170
1/25/2024,209
1/26/2024,230
1/27/2024,230
1/28/2024,224
1/29/2024,189
1/30/2024,174
1/31/2024,176
2/1/2024,204
2/2/2024,218
2/3/2024,225
2/4/2024,218
2/5/2024,166
2/6/2024,175
2/7/2024,226
2/8/2024,223
2/9/2024,221
2/10/2024,221
2/11/2024,218
2/12/2024,212
2/13/2024,221
2/14/2024,235
2/15/2024,235
2/16/2024,236
2/17/2024,216
2/18/2024,209
2/19/2024,215
2/20/2024,215
2/21/2024,206
2/22/2024,208
2/23/2024,221
2/24/2024,221
2/25/2024,226
2/26/2024,227
2/27/2024,216
2/28/2024,200
2/29/2024,210
3/1/2024,213
3/2/2024,215
3/3/2024,218
3/4/2024,210
3/5/2024,207
3/6/2024,209
3/7/2024,220
3/8/2024,209
3/9/2024,174
3/10/2024,180
3/11/2024,186
3/12/2024,175
3/13/2024,178
3/14/2024,197
3/15/2024,180
3/16/2024,182
3/17/2024,193
3/18/2024,183
3/19/2024,192
3/20/2024,208
3/21/2024,215
3/22/2024,220
3/23/2024,212
3/24/2024,194
3/25/2024,174
3/26/2024,154
3/27/2024,155
3/28/2024,174
3/29/2024,216
3/30/2024,214
3/31/2024,221
4/1/2024,188
4/2/2024,186
4/3/2024,186
4/4/2024,223
4/5/2024,259
4/6/2024,275
4/7/2024,268
4/8/2024,258
4/9/2024,230
4/10/2024,224
4/11/2024,227
4/12/2024,261
4/13/2024,293
4/14/2024,310
4/15/2024,330
4/16/2024,323
4/17/2024,280
4/18/2024,269
4/19/2024,264
4/20/2024,255
4/21/2024,252
4/22/2024,250
4/23/2024,256
4/24/2024,252
4/25/2024,257
4/26/2024,253
4/27/2024,303
4/28/2024,297
4/29/2024,294
4/30/2024,294
5/1/2024,305
5/2/2024,358
5/3/2024,408
5/4/2024,479
5/5/2024,483
5/6/2024,487
5/7/2024,473
5/8/2024,462
5/9/2024,457
5/10/2024,466
5/11/2024,466
5/12/2024,587
5/13/2024,651
5/14/2024,601
5/15/2024,706
5/16/2024,1030
5/17/2024,1070
5/18/2024,1050
5/19/2024,1040
5/20/2024,1030
5/21/2024,1030
5/22/2024,975
5/23/2024,923
5/24/2024,915
5/25/2024,885
5/26/2024,848
5/27/2024,812
5/28/2024,826
5/29/2024,838
5/30/2024,854
5/31/2024,885
6/1/2024,892
6/2/2024,907
6/3/2024,929
6/4/2024,932
6/5/2024,948
6/6/2024,1010
6/7/2024,1060
6/8/2024,1120
6/9/2024,1140
6/10/2024,1220
6/11/2024,1240
6/12/2024,1280
6/13/2024,1300
6/14/2024,1300
6/15/2024,1270
6/16/2024,1290
6/17/2024,1300
6/18/2024,1330
6/19/2024,1370
6/20/2024,1370
6/21/2024,1390
6/22/2024,1350
6/23/2024,1270
6/24/2024,1210
6/25/2024,1170
6/26/2024,1160
6/27/2024,1140
6/28/2024,1120
6/29/2024,1090
6/30/2024,1100
7/1/2024,1120
7/2/2024,1110
7/3/2024,1070
7/4/2024,1020
7/5/2024,998
7/6/2024,985
7/7/2024,974
7/8/2024,965
7/9/2024,954
7/10/2024,953
7/11/2024,918
7/12/2024,791
7/13/2024,735
7/14/2024,648
7/15/2024,579
7/16/2024,516
7/17/2024,511
7/18/2024,499
7/19/2024,586
7/20/2024,644
7/21/2024,688
7/22/2024,578
7/23/2024,522
7/24/2024,501
7/25/2024,582
7/26/2024,631
7/27/2024,683
7/28/2024,660
7/29/2024,606
7/30/2024,610
7/31/2024,663
8/1/2024,661
8/2/2024,661
8/3/2024,662
8/4/2024,649
8/5/2024,677
8/6/2024,678
8/7/2024,564
8/8/2024,443
8/9/2024,469
8/10/2024,526
8/11/2024,538
8/12/2024,522
8/13/2024,597
8/14/2024,680
8/15/2024,644
8/16/2024,644
8/17/2024,693
8/18/2024,752
8/19/2024,746
8/20/2024,696
8/21/2024,595
8/22/2024,600
8/23/2024,593
8/24/2024,525
8/25/2024,507
8/26/2024,526
8/27/2024,612
8/28/2024,606
8/29/2024,616
8/30/2024,714
8/31/2024,737
9/1/2024,713
9/2/2024,701
9/3/2024,684
9/4/2024,697
9/5/2024,684
9/6/2024,541
9/7/2024,515
9/8/2024,508
9/9/2024,524
9/10/2024,613
9/11/2024,637
9/12/2024,709
9/13/2024,706
9/14/2024,696
9/15/2024,686
9/16/2024,635
9/17/2024,573
9/18/2024,565
9/19/2024,528
9/20/2024,501
9/21/2024,502
9/22/2024,525
9/23/2024,519
9/24/2024,509
9/25/2024,513
9/26/2024,545
9/27/2024,545
9/28/2024,607
9/29/2024,607
9/30/2024,610
10/1/2024,606
10/2/2024,586
10/3/2024,549
10/4/2024,542
10/5/2024,515
10/6/2024,511
10/7/2024,490
10/8/2024,489
10/9/2024,497
10/10/2024,523
10/11/2024,494
10/12/2024,493
10/13/2024,492
10/14/2024,489
10/15/2024,459
10/16/2024,460
10/17/2024,465
10/18/2024,402
10/19/2024,336
10/20/2024,328
10/21/2024,326
10/22/2024,324
10/23/2024,327
10/24/2024,360
10/25/2024,358
10/26/2024,330
10/27/2024,331
10/28/2024,370
10/29/2024,361
10/30/2024,356
10/31/2024,300
11/1/2024,256
11/2/2024,230
11/3/2024,229
11/4/2024,238
11/5/2024,234
11/6/2024,240
11/7/2024,229
11/8/2024,239
11/9/2024,223
11/10/2024,217
11/11/2024,187
11/12/2024,180
11/13/2024,178
11/14/2024,173
11/15/2024,201
11/16/2024,230
11/17/2024,296
11/18/2024,295
11/19/2024,289
11/20/2024,246
11/21/2024,258
11/22/2024,268
11/23/2024,269
11/24/2024,262
11/25/2024,205
11/26/2024,195
11/27/2024,207
11/28/2024,182
11/29/2024,184
11/30/2024,252
12/1/2024,241
12/2/2024,244
12/3/2024,242
12/4/2024,243
12/5/2024,242
12/6/2024,244
12/7/2024,269
12/8/2024,268
12/9/2024,270
12/10/2024,272
12/11/2024,320
12/12/2024,320
12/13/2024,313
12/14/2024,270
12/15/2024,275
12/16/2024,269
12/17/2024,281
12/18/2024,311
12/19/2024,309
12/20/2024,304
12/21/2024,287
12/22/2024,289
12/23/2024,285
12/24/2024,251
12/25/2024,251
12/26/2024,254
12/27/2024,272
12/28/2024,269
12/29/2024,272
12/30/2024,271
12/31/2024,241
1/1/2025,229
1/2/2025,237
1/3/2025,235
1/4/2025,236
1/5/2025,232
1/6/2025,234
1/7/2025,265
1/8/2025,255
1/9/2025,269
1/10/2025,263
1/11/2025,279
1/12/2025,258
1/13/2025,273
1/14/2025,271
1/15/2025,293
1/16/2025,347
1/17/2025,296
1/18/2025,264
1/19/2025,261
1/20/2025,279
1/21/2025,276
1/22/2025,292
1/23/2025,302
1/24/2025,397
1/25/2025,420
1/26/2025,475
1/27/2025,503
1/28/2025,316
1/29/2025,252
1/30/2025,262
1/31/2025,242
2/1/2025,240
2/2/2025,241
2/3/2025,248
2/4/2025,251
2/5/2025,266
2/6/2025,266
2/7/2025,261
2/8/2025,262
2/9/2025,257
2/10/2025,242
2/11/2025,247
2/12/2025,240
2/13/2025,250
2/14/2025,271
2/15/2025,273
2/16/2025,268
2/17/2025,274
2/18/2025,271
2/19/2025,266
2/20/2025,267
2/21/2025,273
2/22/2025,263
2/23/2025,273
2/24/2025,279
2/25/2025,287
2/26/2025,285
2/27/2025,272
2/28/2025,275
3/1/2025,269
3/2/2025,273
3/3/2025,280
3/4/2025,284
3/5/2025,273
3/6/2025,274
3/7/2025,273
3/8/2025,270
3/9/2025,268
3/10/2025,273
3/11/2025,272
3/12/2025,275
3/13/2025,273
3/14/2025,252
3/15/2025,226
3/16/2025,219
3/17/2025,222
3/18/2025,215
3/19/2025,213
3/20/2025,201
3/21/2025,211
3/22/2025,223
3/23/2025,221
3/24/2025,220
3/25/2025,225
3/26/2025,228
3/27/2025,237
3/28/2025,260
3/29/2025,274
3/30/2025,273
3/31/2025,264
4/1/2025,259
4/2/2025,253
4/3/2025,238
4/4/2025,192
4/5/2025,184
4/6/2025,182
4/7/2025,187
4/8/2025,166
4/9/2025,170
4/10/2025,180
4/11/2025,241
4/12/2025,285
4/13/2025,294
4/14/2025,300
4/15/2025,300
4/16/2025,295
4/17/2025,297
4/18/2025,299
4/19/2025,280
4/20/2025,268
4/21/2025,270
4/22/2025,260
4/23/2025,234
4/24/2025,242
4/25/2025,299
4/26/2025,359
4/27/2025,366
4/28/2025,359
4/29/2025,332
4/30/2025,328
5/1/2025,322
5/2/2025,318
5/3/2025,324
5/4/2025,329
5/5/2025,331
5/6/2025,302
5/7/2025,309
5/8/2025,298
5/9/2025,308
5/10/2025,310
5/11/2025,326
5/12/2025,339
5/13/2025,351
5/14/2025,333
5/15/2025,367
5/16/2025,361
5/17/2025,387
5/18/2025,416
5/19/2025,409
5/20/2025,426
5/21/2025,461
5/22/2025,526
5/23/2025,539
5/24/2025,561
5/25/2025,552
5/26/2025,458
5/27/2025,411
5/28/2025,408
5/29/2025,412
5/30/2025,423
5/31/2025,433
6/1/2025,448
6/2/2025,459
6/3/2025,544
6/4/2025,565
6/5/2025,561
6/6/2025,561
6/7/2025,470
6/8/2025,410
6/9/2025,420
6/10/2025,418
6/11/2025,471
6/12/2025,517
6/13/2025,610
6/14/2025,592
6/15/2025,553
6/16/2025,503
6/17/2025,477
6/18/2025,469
6/19/2025,448
6/20/2025,410
6/21/2025,469
6/22/2025,511
6/23/2025,495
6/24/2025,507
6/25/2025,550
6/26/2025,529
6/27/2025,538
6/28/2025,540
6/29/2025,537
6/30/2025,566
7/1/2025,582
7/2/2025,629
7/3/2025,617
7/4/2025,623
7/5/2025,615
7/6/2025,610
7/7/2025,599
7/8/2025,597
7/9/2025,646
7/10/2025,732
7/11/2025,734
7/12/2025,641
7/13/2025,528
7/14/2025,623
7/15/2025,632
7/16/2025,592
7/17/2025,545
7/18/2025,535
7/19/2025,535
7/20/2025,536
7/21/2025,538
7/22/2025,553
7/23/2025,643
7/24/2025,616
7/25/2025,618
7/26/2025,602
7/27/2025,587
7/28/2025,585
7/29/2025,629
7/30/2025,640
7/31/2025,655
8/1/2025,646
8/2/2025,635
8/3/2025,630
8/4/2025,620
8/5/2025,631
8/6/2025,702
8/7/2025,699
8/8/2025,707
8/9/2025,732
8/10/2025,734
8/11/2025,718
8/12/2025,691
8/13/2025,617
8/14/2025,619
8/15/2025,618
8/16/2025,635
8/17/2025,679
8/18/2025,677
8/19/2025,669
8/20/2025,668
8/21/2025,713
8/22/2025,707
8/23/2025,685
8/24/2025,662
8/25/2025,639
8/26/2025,601
8/27/2025,481
8/28/2025,434
8/29/2025,430
8/30/2025,551
8/31/2025,581
9/1/2025,568
9/2/2025,581
9/3/2025,647
9/4/2025,682
9/5/2025,681
9/6/2025,673
9/7/2025,669
9/8/2025,664
9/9/2025,653
9/10/2025,616
9/11/2025,612
9/12/2025,614
9/13/2025,596
9/14/2025,583
9/15/2025,546
9/16/2025,534
9/17/2025,502
9/18/2025,432
9/19/2025,431
9/20/2025,445
9/21/2025,446
9/22/2025,450
9/23/2025,487
9/24/2025,486
9/25/2025,417
9/26/2025,399
9/27/2025,394
9/28/2025,391
9/29/2025,395
9/30/2025,394
10/1/2025,390
10/2/2025,386
10/3/2025,379
10/4/2025,371
10/5/2025,373
10/6/2025,384
10/7/2025,388
10/8/2025,380
10/9/2025,375
10/10/2025,355
10/11/2025,359
10/12/2025,361
10/13/2025,353
10/14/2025,355
10/15/2025,355
10/16/2025,355
10/17/2025,352
10/18/2025,352
10/19/2025,350
10/20/2025,349
10/21/2025,348
10/22/2025,347
10/23/2025,353
10/24/2025,353
10/25/2025,355
10/26/2025,353
10/27/2025,356
10/28/2025,353
10/29/2025,339
10/30/2025,352
10/31/2025,341
11/1/2025,299
11/2/2025,302
11/3/2025,291
11/4/2025,253
11/5/2025,248
11/6/2025,246
11/7/2025,266
11/8/2025,322
11/9/2025,316
11/10/2025,321
11/11/2025,309
11/12/2025,300
11/13/2025,300
11/14/2025,297
11/15/2025,296
11/16/2025,300
11/17/2025,303
11/18/2025,297
11/19/2025,298
11/20/2025,298
11/21/2025,300
11/22/2025,274
11/23/2025,269
11/24/2025,274
11/25/2025,271
11/26/2025,282
11/27/2025,290
11/28/2025,297
11/29/2025,298
11/30/2025,278
12/1/2025,275
12/2/2025,238
12/3/2025,254
12/4/2025,241
12/5/2025,251
12/6/2025,298
12/7/2025,290
12/8/2025,297
12/9/2025,301
12/10/2025,269
12/11/2025,270
12/12/2025,251
12/13/2025,246
12/14/2025,243
12/15/2025,241
12/16/2025,241
12/17/2025,241
12/18/2025,243
12/19/2025,240
12/20/2025,227
12/21/2025,223
12/22/2025,224
12/23/2025,221
12/24/2025,219
12/25/2025,203
12/26/2025,198
12/27/2025,169
12/28/2025,166
12/29/2025,141
12/30/2025,166
12/31/2025,177
1/1/2026,212
1/2/2026,208
1/3/2026,188
1/4/2026,186
1/5/2026,183
1/6/2026,170
1/7/2026,169
1/8/2026,181
1/9/2026,177
1/10/2026,151
1/11/2026,174
1/12/2026,193
1/13/2026,230
1/14/2026,212
1/15/2026,204
1/16/2026,209
1/17/2026,216
1/18/2026,212
1/19/2026,219
1/20/2026,210
1/21/2026,205
1/22/2026,208
1/23/2026,204
1/24/2026,227
1/25/2026,226
1/26/2026,224
1/27/2026,237
1/28/2026,336
1/29/2026,396
1/30/2026,277
1/31/2026,245
2/1/2026,256
2/2/2026,255
2/3/2026,249
2/4/2026,244
2/5/2026,237
2/6/2026,242
2/7/2026,244
2/8/2026,243
2/9/2026,245
2/10/2026,243
2/11/2026,242
2/12/2026,245
2/13/2026,245
2/14/2026,251
2/15/2026,243
2/16/2026,245
2/17/2026,245
2/18/2026,241
2/19/2026,227
2/20/2026,222
2/21/2026,226
2/22/2026,225
2/23/2026,228
2/24/2026,222
2/25/2026,222
2/26/2026,221
2/27/2026,216
2/28/2026,218
3/1/2026,219
3/2/2026,218
3/3/2026,221
3/4/2026,230
3/5/2026,266
3/6/2026,273
3/7/2026,230
3/8/2026,232
3/9/2026,235
3/10/2026,216
3/11/2026,199
3/12/2026,193
3/13/2026,192
3/14/2026,194
3/15/2026,202
3/16/2026,189
3/17/2026,199
3/18/2026,195
3/19/2026,201
3/20/2026,233
3/21/2026,238
3/22/2026,241
3/23/2026,243
3/24/2026,238
3/25/2026,199
3/26/2026,207
3/27/2026,205
3/28/2026,191
3/29/2026,182
3/30/2026,181
3/31/2026,181
4/1/2026,180
4/2/2026,180
4/3/2026,224
4/4/2026,220
4/5/2026,215
4/6/2026,216
4/7/2026,217
4/8/2026,217
4/9/2026,227
4/10/2026,276
4/11/2026,274
4/12/2026,275
4/13/2026,267
4/14/2026,228
4/15/2026,232
4/16/2026,230
4/17/2026,240
4/18/2026,249
4/19/2026,244
4/20/2026,203
4/21/2026,199
4/22/2026,197
4/23/2026,198
4/24/2026,239
4/25/2026,264
4/26/2026,270
4/27/2026,276
4/28/2026,275
4/29/2026,276
4/30/2026,288
5/1/2026,261
5/2/2026,215
5/3/2026,213
5/4/2026,213
5/5/2026,222
5/6/2026,269
5/7/2026,261
5/8/2026,269
5/9/2026,277
5/10/2026,272
5/11/2026,263
5/12/2026,272
5/13/2026,382
5/14/2026,399
5/15/2026,484
5/16/2026,548
5/17/2026,530
5/18/2026,441
5/19/2026,328
5/20/2026,285
5/21/2026,265
5/22/2026,254
5/23/2026,258
5/24/2026,320
5/25/2026,346
5/26/2026,348
5/27/2026,369
5/28/2026,442
5/29/2026,461
5/30/2026,445
5/31/2026,428
6/1/2026,432
6/2/2026,487
6/3/2026,490
6/4/2026,472
6/5/2026,479
6/6/2026,516
6/7/2026,513
6/8/2026,512
6/9/2026,499
6/10/2026,399
6/11/2026,407
6/12/2026,489
6/13/2026,515
6/14/2026,525
6/15/2026,574
6/16/2026,543
6/17/2026,453
6/18/2026,463
6/19/2026,547
6/20/2026,549
6/21/2026,535
6/22/2026,481
6/23/2026,382
6/24/2026,370
6/25/2026,380
6/26/2026,387
